ID;LAT;LNG;BANCO;RED;DOM_ORIG;DOM_GEO;TERMINALES;WEB;ACTUALIZAC;DOM_NORMA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
73;-34,560829065273374;-58,457458313644857;BANCO ITAU;BANELCO;AV. CABILDO 2215;2215 CABILDO AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 2215;BELGRANO;COMUNA 13;1428;C1428AAE
74;-34,559613220586272;-58,458494448539916;CITIBANK;BANELCO;AV. CABILDO 2347;2347 CABILDO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 2347;BELGRANO;COMUNA 13;1428;C1428AAF
75;-34,558624130147564;-58,459351643550249;HSBC ARGENTINA;BANELCO;AV. CABILDO 2453;2453 CABILDO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 2453;BELGRANO;COMUNA 13;1428;C1428AAG
76;-34,558281832679747;-58,459650465242106;BANCO SANTANDER RIO;BANELCO;AV. CABILDO 2491;2491 CABILDO AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 2491;BELGRANO;COMUNA 13;1428;C1428AAG
77;-34,556634097529944;-58,461809707177181;BANCO SANTANDER RIO;BANELCO;AV. CABILDO 2754;2754 CABILDO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 2754;BELGRANO;COMUNA 13;1428;C1428AAW
78;-34,556573988978641;-58,461861602862378;BANCO GALICIA;BANELCO;AV. CABILDO 2762;2762 CABILDO AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 2762;BELGRANO;COMUNA 13;1428;C1428AAW
79;-34,55373270581741;-58,46465631025255;HSBC ARGENTINA;BANELCO;AV. CABILDO 3096;3096 CABILDO AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 3096;NUÑEZ;COMUNA 13;1429;C1429AAO
80;-34,551577946132241;-58,465812412715152;BANCO SANTANDER RIO;BANELCO;AV. CABILDO 3349;3349 CABILDO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 3349;NUÑEZ;COMUNA 13;1429;C1429AAE
81;-34,551577946132241;-58,465812412715152;BANCO SANTANDER RIO;BANELCO;AV. CABILDO 3349/53;3349 CABILDO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 3349;NUÑEZ;COMUNA 13;1429;C1429AAE
82;-34,548980356387155;-58,468468730191766;BANCO ITAU;BANELCO;AV. CABILDO 3702;3702 CABILDO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 3702;SAAVEDRA;COMUNA 12;1429;C1429AAV
83;-34,541903030278668;-58,473765568850517;BANCO SANTANDER RIO;BANELCO;AV. CABILDO 4664;4664 CABILDO AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 4664;SAAVEDRA;COMUNA 12;1429;C1429ABR
84;-34,570257798753531;-58,443795424110832;BANCO SANTANDER RIO;BANELCO;AV. CABILDO 695;695 CABILDO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 695;PALERMO;COMUNA 14;1426;C1426AAG
85;-34,570005633212439;-58,444349688271622;ICBC;BANELCO;AV. CABILDO 745;745 CABILDO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 745;PALERMO;COMUNA 14;1426;C1426AAH
86;-34,569918017470307;-58,444528118673247;BANCO SANTANDER RIO;BANELCO;AV. CABILDO 769;769 CABILDO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 769;PALERMO;COMUNA 14;1426;C1426AAH
87;-34,569530331761683;-58,445317639713423;HSBC ARGENTINA;BANELCO;AV. CABILDO 867;867 CABILDO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 867;PALERMO;COMUNA 14;1426;C1426AAI
88;-34,569256301466865;-58,445875718036795;BANCO GALICIA;BANELCO;AV. CABILDO 935;935 CABILDO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CABILDO AV. 935;PALERMO;COMUNA 14;1426;C1426AAJ
89;-34,596912748535658;-58,393006013875024;BANCO SUPERVIELLE;BANELCO;AV. CALLAO 1021;1021 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1021;RECOLETA;COMUNA 2;1023;C1023AAD
90;-34,595215961389393;-58,393020598747093;BANCO PATAGONIA;BANELCO;AV. CALLAO 1165;1165 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1165;RECOLETA;COMUNA 2;1023;C1023AAE
91;-34,595156636967126;-58,393013964295363;BANCO GALICIA;BANELCO;AV. CALLAO 1171;1171 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1171;RECOLETA;COMUNA 2;1023;C1023AAE
92;-34,594121573453457;-58,393331543748353;BANCO ITAU;BANELCO;AV. CALLAO 1270;1270 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1270;RECOLETA;COMUNA 2;1023;C1023AAS
93;-34,594058944645518;-58,392886110371244;BANCO COMAFI;BANELCO;AV. CALLAO 1279;1279 CALLAO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1279;RECOLETA;COMUNA 2;1023;C1023AAF
94;-34,607481276616561;-58,39184825738262;BANCO GALICIA;BANELCO;AV. CALLAO 141;141 CALLAO AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 141;SAN NICOLAS;COMUNA 1;1022;C1022AAB
95;-34,591947835887275;-58,391842002629453;BBVA-BANCO FRANCES;BANELCO;AV. CALLAO 1499;1499 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1499;RECOLETA;COMUNA 2;1024;C1024AAA
96;-34,590730621732469;-58,390455899670307;HSBC ARGENTINA;BANELCO;AV. CALLAO 1631;1631 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1631;RECOLETA;COMUNA 2;1024;C1024AAC
97;-34,590480527310007;-58,390177040294809;ICBC;BANELCO;AV. CALLAO 1661;1661 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1661;RECOLETA;COMUNA 2;1024;C1024AAC
98;-34,60715955881642;-58,391869380713189;BANCO COMAFI;BANELCO;AV. CALLAO 169;169 CALLAO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 169;SAN NICOLAS;COMUNA 1;1022;C1022AAB
99;-34,588991785604733;-58,388525245094065;BANCO SANTANDER RIO;BANELCO;AV. CALLAO 1833;1833 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1833;RECOLETA;COMUNA 2;1024;C1024AAE
100;-34,587763616781068;-58,387045906776216;BANCO SUPERVIELLE;BANELCO;AV. CALLAO 1991;1991 CALLAO AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 1991;RECOLETA;COMUNA 2;1024;C1024AAF
101;-34,606086307930696;-58,392380497137694;BANCO MACRO;BANELCO;AV. CALLAO 264;264 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 264;BALVANERA;COMUNA 3;1022;C1022AAP
102;-34,605955237902144;-58,391953121619217;BANCO PATAGONIA;BANELCO;AV. CALLAO 273;273 CALLAO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 273;SAN NICOLAS;COMUNA 1;1022;C1022AAC
103;-34,605758142154954;-58,391967411052185;ICBC;BANELCO;AV. CALLAO 291;291 CALLAO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 291;SAN NICOLAS;COMUNA 1;1022;C1022AAC
104;-34,605041761391348;-58,392021289149994;BANCO SANTANDER RIO;BANELCO;AV. CALLAO 349;349 CALLAO AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CALLAO AV. 349;SAN NICOLAS;COMUNA 1;1022;C1022AAD
105;-34,63630341947399;-58,402051549623955;BANCO SANTANDER RIO;BANELCO;AV. CASEROS 2795;2795 CASEROS AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CASEROS AV. 2795;PARQUE PATRICIOS;COMUNA 4;1264;C1264AAH
106;-34,638697633043876;-58,415690764842665;BANCO PATAGONIA;BANELCO;AV. CASEROS 3599;3599 CASEROS AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CASEROS AV. 3599;BOEDO;COMUNA 5;1263;C1263AAE
107;-34,650738776526275;-58,424766575203257;BANCO GALICIA;BANELCO;AV. CENTENERA 2933;2933 BARCO CENTENERA DEL;2;HTTP://WWW.BANELCO.COM/;MAR-15;BARCO CENTENERA DEL 2933;NUEVA POMPEYA;COMUNA 4;1437;C1437ACB
108;-34,567786272067117;-58,486990533634327;BANCO SANTANDER RIO;BANELCO;AV. CONGRESO Y GALVAN;CONGRESO AV. & GALVAN;1;HTTP://WWW.BANELCO.COM/;MAR-15;CONGRESO AV. Y GALVAN;VILLA URQUIZA;COMUNA 12;;
109;-34,573034415705401;-58,503431758012923;BANCO SANTANDER RIO;BANELCO;AV. CONSTITUYENTES 5847;5847 DE LOS CONSTITUYENTES AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DE LOS CONSTITUYENTES AV. 5847;VILLA URQUIZA;COMUNA 12;1431;C1431EZJ
110;-34,572965739344077;-58,503546722329098;BANCO SANTANDER RIO;BANELCO;AV. CONSTITUYENTES 5857;5857 DE LOS CONSTITUYENTES AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DE LOS CONSTITUYENTES AV. 5857;VILLA URQUIZA;COMUNA 12;1431;C1431EZJ
111;-34,599828233996575;-58,399708393626753;BANCO SANTANDER RIO;BANELCO;AV. CORDOBA  2282;2282 CORDOBA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 2282;BALVANERA;COMUNA 3;1120;C1120AAR
112;-34,599071629467929;-58,385314766313307;BANCO SANTANDER RIO;BANELCO;AV. CORDOBA 1299;1299 CORDOBA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 1299;RETIRO;COMUNA 1;1055;C1055AAC
113;-34,599057964004523;-58,385703200395007;BANCO MACRO;BANELCO;AV. CORDOBA 1315;1315 CORDOBA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 1315;RETIRO;COMUNA 1;1055;C1055AAD
114;-34,599489672250641;-58,387209810462849;BANCO GALICIA;BANELCO;AV. CORDOBA 1428;1428 CORDOBA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 1428;SAN NICOLAS;COMUNA 1;1055;C1055AAR
115;-34,599764474744596;-58,390989864001938;BANCO MACRO;BANELCO;AV. CORDOBA 1674;1674 CORDOBA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 1674;SAN NICOLAS;COMUNA 1;1055;C1055AAT
116;-34,599907132285878;-58,397008061310579;BANCO GALICIA;BANELCO;AV. CORDOBA 2090;2090 CORDOBA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 2090;BALVANERA;COMUNA 3;1120;C1120AAP
117;-34,599884131527652;-58,399225806667779;BANCO PATAGONIA;BANELCO;AV. CORDOBA 2240;2240 CORDOBA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 2240;BALVANERA;COMUNA 3;1120;C1120AAR
118;-34,598480064356878;-58,403272758781078;BANCO MACRO;BANELCO;AV. CORDOBA 2571/81;2571 CORDOBA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 2571;RECOLETA;COMUNA 2;1120;C1120AAH
119;-34,597805703738615;-58,412280977767672;BANCO GALICIA;BANELCO;AV. CORDOBA 3227;3227 CORDOBA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 3227;RECOLETA;COMUNA 2;1187;C1187AAG
120;-34,598269625347228;-58,371917435747143;BANCO SUPERVIELLE;BANELCO;AV. CORDOBA 331;331 CORDOBA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 331;RETIRO;COMUNA 1;1054;C1054AAC
121;-34,597966751201234;-58,419076843520862;BANCO GALICIA;BANELCO;AV. CORDOBA 3710;3710 CORDOBA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 3710;ALMAGRO;COMUNA 5;1188;C1188AAQ
122;-34,593599218072789;-58,430782315489964;BBVA-BANCO FRANCES;BANELCO;AV. CORDOBA 4675;4675 CORDOBA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 4675;PALERMO;COMUNA 14;1414;C1414BAE
123;-34,591402342791127;-58,434782289190494;BANCO SANTANDER RIO;BANELCO;AV. CORDOBA 5030;5030 CORDOBA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 5030;VILLA CRESPO;COMUNA 15;1414;C1414BAV
124;-34,59883805848775;-58,374679991301313;HSBC ARGENTINA;BANELCO;AV. CORDOBA 544;544 CORDOBA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 544;SAN NICOLAS;COMUNA 1;1054;C1054AAR
125;-34,598560349973091;-58,375882101265674;ICBC;BANELCO;AV. CORDOBA 633;633 CORDOBA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 633;RETIRO;COMUNA 1;1054;C1054AAF
126;-34,59864403279655;-58,376691747469792;BANCO GALICIA;BANELCO;AV. CORDOBA 699;699 CORDOBA AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 699;RETIRO;COMUNA 1;1054;C1054AAF
127;-34,598826818336569;-58,379623915184169;HSBC ARGENTINA;BANELCO;AV. CORDOBA 899;899 CORDOBA AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;CORDOBA AV. 899;RETIRO;COMUNA 1;1054;C1054AAH
128;-34,589560478497589;-58,410780762829297;BANCO GALICIA;BANELCO;AV. CORONEL DIAZ 1854;1854 DIAZ, CNEL. AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;DIAZ, CNEL. AV. 1854;PALERMO;COMUNA 14;1425;C1425DQR
129;-34,586152747964569;-58,407788770414527;BBVA-BANCO FRANCES;BANELCO;AV. CORONEL DIAZ 2257;2257 DIAZ, CNEL. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DIAZ, CNEL. AV. 2257;RECOLETA;COMUNA 2;1425;C1425DQI
130;-34,603933602744604;-58,382401671971799;BBVA-BANCO FRANCES;BANELCO;AV. CORRIENTES 1102;1102 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 1102;SAN NICOLAS;COMUNA 1;1043;C1043AAY
131;-34,60393740193291;-58,382523121314584;BANCO SANTANDER RIO;BANELCO;AV. CORRIENTES 1118;1118 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 1118;SAN NICOLAS;COMUNA 1;1043;C1043AAY
132;-34,603863272422558;-58,386799616752533;BBVA-BANCO FRANCES;BANELCO;AV. CORRIENTES 1401;1401 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 1401;SAN NICOLAS;COMUNA 1;1042;C1042AAA
133;-34,603848340360884;-58,38697806141473;BANCO SANTANDER RIO;BANELCO;AV. CORRIENTES 1427;1427 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 1427;SAN NICOLAS;COMUNA 1;1042;C1042AAA
134;-34,604345780142552;-58,38869780748324;BANCO PATAGONIA;BANELCO;AV. CORRIENTES 1556;1556 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 1556;SAN NICOLAS;COMUNA 1;1042;C1042AAO
135;-34,604301227469939;-58,392540631990855;CITIBANK;BANELCO;AV. CORRIENTES 1801;1801 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 1801;BALVANERA;COMUNA 3;1045;C1045AAA
136;-34,604384734623515;-58,397797336615106;BANCO PATAGONIA;BANELCO;AV. CORRIENTES 2171;2171 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 2171;BALVANERA;COMUNA 3;1045;C1045AAD
137;-34,604743527930658;-58,398357626918887;BANCO GALICIA;BANELCO;AV. CORRIENTES 2202;2202 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 2202;BALVANERA;COMUNA 3;1046;C1046AAN
138;-34,60442732707503;-58,398848612433213;BBVA-BANCO FRANCES;BANELCO;AV. CORRIENTES 2249/51;2249 CORRIENTES AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 2249;BALVANERA;COMUNA 3;1046;C1046AAA
139;-34,604436826590806;-58,399066289519141;ICBC;BANELCO;AV. CORRIENTES 2267;2267 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 2267;BALVANERA;COMUNA 3;1046;C1046AAA
140;-34,604863766349652;-58,401168445707796;BANCO SANTANDER RIO;BANELCO;AV. CORRIENTES 2426;2426 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 2426;BALVANERA;COMUNA 3;1046;C1046AAP
141;-34,604877682053072;-58,401615459898757;HSBC ARGENTINA;BANELCO;AV. CORRIENTES 2462;2462 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 2462;BALVANERA;COMUNA 3;1046;C1046AAP
142;-34,604249867597247;-58,409604707471701;BANCO GALICIA;BANELCO;AV. CORRIENTES 3148;3148 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 3148;BALVANERA;COMUNA 3;1193;C1193AAQ
143;-34,604241071781438;-58,409741850929699;HSBC ARGENTINA;BANELCO;AV. CORRIENTES 3158;3158 CORRIENTES AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 3158;BALVANERA;COMUNA 3;1193;C1193AAQ
144;-34,603992963180012;-58,412992666937477;BBVA-BANCO FRANCES;BANELCO;AV. CORRIENTES 3399;3399 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 3399;BALVANERA;COMUNA 3;1193;C1193AAF
145;-34,603294927931486;-58,371956630641471;ICBC;BANELCO;AV. CORRIENTES 366;366 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 366;SAN NICOLAS;COMUNA 1;1043;C1043AAQ
146;-34,603811938794287;-58,416596157493309;BANCO ITAU;BANELCO;AV. CORRIENTES 3684;3684 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 3684;ALMAGRO;COMUNA 5;1194;C1194AAP
147;-34,603245580765005;-58,41844678195384;ICBC;BANELCO;AV. CORRIENTES 3829;3829 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 3829;ALMAGRO;COMUNA 5;1194;C1194AAE
148;-34,603309338336189;-58,372352832024731;BANCO PATAGONIA;BANELCO;AV. CORRIENTES 400;400 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 400;SAN NICOLAS;COMUNA 1;1043;C1043AAQ
149;-34,603140230937967;-58,423134442525516;BANCO SANTANDER RIO;BANELCO;AV. CORRIENTES 4136;4136 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 4136;ALMAGRO;COMUNA 5;1195;C1195AAN
150;-34,603116702467908;-58,423371475202856;BANCO GALICIA;BANELCO;AV. CORRIENTES 4152;4152 CORRIENTES AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 4152;ALMAGRO;COMUNA 5;1195;C1195AAN
151;-34,603007555563536;-58,424470899755278;BANCO MACRO;BANELCO;AV. CORRIENTES 4222;4222 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 4222;ALMAGRO;COMUNA 5;1195;C1195AAO
152;-34,602389361370236;-58,430646756597305;BANCO SANTANDER RIO;BANELCO;AV. CORRIENTES 4626;4626 CORRIENTES AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 4626;ALMAGRO;COMUNA 5;1195;C1195AAS
153;-34,602223212167708;-58,43203979138918;BBVA-BANCO FRANCES;BANELCO;AV. CORRIENTES 4694;4694 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 4694;ALMAGRO;COMUNA 5;1195;C1195AAS
154;-34,603402665330492;-58,373737967107651;HSBC ARGENTINA;BANELCO;AV. CORRIENTES 500;500 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 500;SAN NICOLAS;COMUNA 1;1043;C1043AAR
155;-34,600445272137776;-58,437640728129047;BANCO SANTANDER RIO;BANELCO;AV. CORRIENTES 5100;5100 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 5100;VILLA CRESPO;COMUNA 15;1414;C1414AJQ
156;-34,6000256692843;-58,437732111335109;BBVA-BANCO FRANCES;BANELCO;AV. CORRIENTES 5117;5117 CORRIENTES AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 5117;VILLA CRESPO;COMUNA 15;1414;C1414AJE
157;-34,5992845927709;-58,439137690817709;BANCO GALICIA;BANELCO;AV. CORRIENTES 5253;5253 CORRIENTES AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 5253;VILLA CRESPO;COMUNA 15;1414;C1414AJF
158;-34,598903354968442;-58,440132666019402;HSBC ARGENTINA;BANELCO;AV. CORRIENTES 5322;5322 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 5322;VILLA CRESPO;COMUNA 15;1414;C1414AJT
159;-34,598456888055736;-58,44061383893461;BANCO PATAGONIA;BANELCO;AV. CORRIENTES 5376;5376 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 5376;VILLA CRESPO;COMUNA 15;1414;C1414AJT
160;-34,598374207299756;-58,440702944429361;ICBC;BANELCO;AV. CORRIENTES 5386;5386 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 5386;VILLA CRESPO;COMUNA 15;1414;C1414AJT
161;-34,603098992577479;-58,374614671484537;BANCO ITAU;BANELCO;AV. CORRIENTES 555;555 CORRIENTES AV.;4;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 555;SAN NICOLAS;COMUNA 1;1043;C1043AAF
162;-34,59662540745677;-58,442003494581478;BANCO ITAU;BANELCO;AV. CORRIENTES 5555;5555 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 5555;VILLA CRESPO;COMUNA 15;1414;C1414AJI
163;-34,603743009785312;-58,379225007004763;CITIBANK;BANELCO;AV. CORRIENTES 886;886 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 886;SAN NICOLAS;COMUNA 1;1043;C1043AAV
164;-34,603795219151436;-58,380077171070099;BBVA-BANCO FRANCES;BANELCO;AV. CORRIENTES 942;942 CORRIENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CORRIENTES AV. 942;SAN NICOLAS;COMUNA 1;1043;C1043AAW
165;-34,568948113848364;-58,457939614899189;BANCO SUPERVIELLE;BANELCO;AV. CRAMER 1710;1710 CRAMER AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CRAMER AV. 1710;BELGRANO;COMUNA 13;1426;C1426APD
166;-34,565911873085341;-58,460632868925089;BANCO SANTANDER RIO;BANELCO;AV. CRAMER 2000;2000 CRAMER AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;CRAMER AV. 2000;BELGRANO;COMUNA 13;1428;C1428CTD
167;-34,565256248266593;-58,461142513653236;BANCO PATAGONIA;BANELCO;AV. CRAMER 2060;2060 CRAMER AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CRAMER AV. 2060;BELGRANO;COMUNA 13;1428;C1428CTF
168;-34,57441759265982;-58,502141024680157;BANCO GALICIA;BANELCO;AV. DE LOS CONSTITUYENTES 5668;5668 DE LOS CONSTITUYENTES AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;DE LOS CONSTITUYENTES AV. 5668;VILLA PUEYRREDON;COMUNA 12;1431;C1431EZU
169;-34,583541779538315;-58,477642291140306;BANCO GALICIA;BANELCO;AV. DE LOS INCAS  4763;4763 DE LOS INCAS AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;DE LOS INCAS AV. 4763;PARQUE CHAS;COMUNA 15;1427;C1427DNM
170;-34,578925603839373;-58,469728997580269;BANCO MACRO;BANELCO;AV. DE LOS INCAS 4138;4138 DE LOS INCAS AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DE LOS INCAS AV. 4138;VILLA ORTUZAR;COMUNA 15;1427;C1427DNT
171;-34,608975675720117;-58,382922799223749;BBVA-BANCO FRANCES;BANELCO;AV. DE MAYO 1165;1165 DE MAYO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;DE MAYO AV. 1165;MONSERRAT;COMUNA 1;1085;C1085ABB
172;-34,609037269434999;-58,383821165757531;BANCO GALICIA;BANELCO;AV. DE MAYO 1225;1225 DE MAYO AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;DE MAYO AV. 1225;MONSERRAT;COMUNA 1;1085;C1085ABC
173;-34,609234664306292;-58,386699798439253;BANCO PATAGONIA;BANELCO;AV. DE MAYO 1441;1441 DE MAYO AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;DE MAYO AV. 1441;MONSERRAT;COMUNA 1;1085;C1085ABE
174;-34,60896137572459;-58,377476313730249;BBVA-BANCO FRANCES;BANELCO;AV. DE MAYO 782;782 DE MAYO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;DE MAYO AV. 782;MONSERRAT;COMUNA 1;1084;C1084AAP
175;-34,581738039676758;-58,403427051569892;BBVA-BANCO FRANCES;BANELCO;AV. DEL LIBERTADOR 2166;2166 DEL LIBERTADOR AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 2166;PALERMO;COMUNA 14;1425;C1425AAU
176;-34,581651600742219;-58,403704188224104;BANCO GALICIA;BANELCO;AV. DEL LIBERTADOR 2196;2196 DEL LIBERTADOR AV.;3;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 2196;PALERMO;COMUNA 14;1425;C1425AAU
177;-34,578523761455351;-58,407986921748012;HSBC ARGENTINA;BANELCO;AV. DEL LIBERTADOR 2694;2694 DEL LIBERTADOR AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 2694;PALERMO;COMUNA 14;1425;C1425AAZ
178;-34,577929821797923;-58,407537527812906;BANCO GALICIA;BANELCO;AV. DEL LIBERTADOR 2699;2699 DEL LIBERTADOR AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;DEL LIBERTADOR AV. 2699;PALERMO;COMUNA 14;1425;C1425AAM
