ID;LAT;LNG;BANCO;RED;DOM_ORIG;DOM_GEO;TERMINALES;WEB;ACTUALIZAC;DOM_NORMA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
550;-34,661589216047552;-58,484234339617451;CITIBANK;BANELCO;EVA PERON 5526;5526 PERON, EVA AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;PERON, EVA AV. 5526;VILLA LUGANO;COMUNA 8;1439;C1439BST
551;-34,605883624193169;-58,374927086716689;CITIBANK;BANELCO;FLORIDA 199;199 FLORIDA;1;HTTP://WWW.BANELCO.COM/;MAR-15;FLORIDA 199;SAN NICOLAS;COMUNA 1;1005;C1005AAC
552;-34,605603968475698;-58,375025475433823;HSBC ARGENTINA;BANELCO;FLORIDA 201;201 FLORIDA;8;HTTP://WWW.BANELCO.COM/;MAR-15;FLORIDA 201;SAN NICOLAS;COMUNA 1;1005;C1005AAE
553;-34,603802432701634;-58,374976663499659;BANCO GALICIA;BANELCO;FLORIDA 361;361 FLORIDA;4;HTTP://WWW.BANELCO.COM/;MAR-15;FLORIDA 361;SAN NICOLAS;COMUNA 1;1005;C1005AAG
554;-34,60758591442606;-58,375181210667947;HSBC ARGENTINA;BANELCO;FLORIDA 40;40 FLORIDA;14;HTTP://WWW.BANELCO.COM/;MAR-15;FLORIDA 40;SAN NICOLAS;COMUNA 1;1005;C1005AAB
555;-34,5993464901415;-58,375574812382901;CITIBANK;BANELCO;FLORIDA 746;746 FLORIDA;3;HTTP://WWW.BANELCO.COM/;MAR-15;FLORIDA 746;SAN NICOLAS;COMUNA 1;1005;C1005AAP
556;-34,598563402716657;-58,375533614253278;BBVA-BANCO FRANCES;BANELCO;FLORIDA 802;802 FLORIDA;2;HTTP://WWW.BANELCO.COM/;MAR-15;FLORIDA 802;RETIRO;COMUNA 1;1005;C1005AAR
557;-34,596348402447695;-58,375311994664827;BANCO PATAGONIA;BANELCO;FLORIDA 999;999 FLORIDA;2;HTTP://WWW.BANELCO.COM/;MAR-15;FLORIDA 999;RETIRO;COMUNA 1;1005;C1005AAS
558;-34,606622006009452;-58,424814716553023;HSBC ARGENTINA;BANELCO;GASCON 450;450 GASCON;3;HTTP://WWW.BANELCO.COM/;MAR-15;GASCON 450;ALMAGRO;COMUNA 5;1181;C1181ACH
559;-34,600051696869997;-58,429098311702781;BANCO GALICIA;BANELCO;GUARDIA VIEJA 4558;4558 GUARDIA VIEJA;1;HTTP://WWW.BANELCO.COM/;MAR-15;GUARDIA VIEJA 4558;ALMAGRO;COMUNA 5;1192;C1192AAZ
560;-34,610396549118697;-58,391371731802892;BANCO PATAGONIA;BANELCO;HIPOLITO YRIGOYEN 1778;1778 YRIGOYEN, HIPOLITO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;YRIGOYEN, HIPOLITO AV. 1778;MONSERRAT;COMUNA 1;1089;C1089AAH
561;-34,609107808328673;-58,372236503311299;BANCO SANTANDER RIO;BANELCO;HIPOLITO YRIGOYEN 402;402 YRIGOYEN, HIPOLITO AV.;5;HTTP://WWW.BANELCO.COM/;MAR-15;YRIGOYEN, HIPOLITO AV. 402;MONSERRAT;COMUNA 1;1086;C1086AAF
562;-34,641733810021478;-58,406407174976025;CITIBANK;BANELCO;IGUAZU 341;341 IGUAZU;1;HTTP://WWW.BANELCO.COM/;MAR-15;IGUAZU 341;PARQUE PATRICIOS;COMUNA 4;1437;C1437ETC
563;-34,580261438876384;-58,40804981049061;BANCO SANTANDER RIO;BANELCO;J. SALGUERO 2727;2727 SALGUERO, JERONIMO;3;HTTP://WWW.BANELCO.COM/;MAR-15;SALGUERO, JERONIMO 2727;PALERMO;COMUNA 14;1425;C1425DEL
564;-34,575195210304969;-58,403902665441798;BANCO SANTANDER RIO;BANELCO;J. SALGUERO 3212;3212 SALGUERO, JERONIMO;3;HTTP://WWW.BANELCO.COM/;MAR-15;SALGUERO, JERONIMO 3212;PALERMO;COMUNA 14;1425;C1425DFQ
565;-34,63971952131574;-58,527448893253577;BANCO ITAU;BANELCO;JOSE LEON SUAREZ 44;44 SUAREZ, JOSE LEON;1;HTTP://WWW.BANELCO.COM/;MAR-15;SUAREZ, JOSE LEON 44;LINIERS;COMUNA 9;1408;C1408FNB
566;-34,61045377036627;-58,516417976565656;HSBC ARGENTINA;BANELCO;JOSE PEDRO VARELA 4750;4750 VARELA, JOSE PEDRO;1;HTTP://WWW.BANELCO.COM/;MAR-15;VARELA, JOSE PEDRO 4750;VILLA DEVOTO;COMUNA 11;1417;C1417EYX
567;-34,611380320763182;-58,517863440556013;BANCO COMAFI;BANELCO;JOSE PEDRO VARELA 4866;4866 VARELA, JOSE PEDRO;1;HTTP://WWW.BANELCO.COM/;MAR-15;VARELA, JOSE PEDRO 4866;VILLA DEVOTO;COMUNA 11;1417;C1417EYZ
568;-34,63971952131574;-58,527448893253577;BANCO ITAU;BANELCO;JOSE LEON SUAREZ 44;44 SUAREZ, JOSE LEON;2;HTTP://WWW.BANELCO.COM/;MAR-15;SUAREZ, JOSE LEON 44;LINIERS;COMUNA 9;1408;C1408FNB
569;-34,652490150858561;-58,503013383354769;BANCO MACRO;BANELCO;JUAN B. ALBERDI 5902;5902 ALBERDI, JUAN BAUTISTA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALBERDI, JUAN BAUTISTA AV. 5902;MATADEROS;COMUNA 9;1440;C1440AAX
570;-34,58487268421851;-58,434403112705382;BANCO SUPERVIELLE;BANELCO;JUAN B. JUSTO 1447;1447 JUSTO, JUAN B. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;JUSTO, JUAN B. AV. 1447;PALERMO;COMUNA 14;1414;C1414CWD
571;-34,585600766784417;-58,434730043268132;BANCO GALICIA;BANELCO;JUAN B. JUSTO 1502;1502 JUSTO, JUAN B. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;JUSTO, JUAN B. AV. 1502;PALERMO;COMUNA 14;1414;C1414CWR
572;-34,605864963087591;-58,374532425588917;BANCO MACRO;BANELCO;JUAN D. PERON 562;562 PERON, JUAN DOMINGO, TTE. GENERAL;1;HTTP://WWW.BANELCO.COM/;MAR-15;PERON, JUAN DOMINGO, TTE. GENERAL 562;SAN NICOLAS;COMUNA 1;1038;C1038AAL
573;-34,610571841458274;-58,362896460918854;BANCO GALICIA;BANELCO;JUANA MANSO 1101;1101 MANSO JUANA;2;HTTP://WWW.BANELCO.COM/;MAR-15;MANSO JUANA 1101;PUERTO MADERO;COMUNA 1;1107;C1107CBW
574;-34,615185016515476;-58,361790004470208;BANCO SANTANDER RIO;BANELCO;JUANA MANSO 1530;1530 MANSO JUANA;2;HTTP://WWW.BANELCO.COM/;MAR-15;MANSO JUANA 1530;PUERTO MADERO;COMUNA 1;1107;C1107CHF
575;-34,600806458870373;-58,364018087975317;BBVA-BANCO FRANCES;BANELCO;JUANA MANSO 295 ESSO;295 MANSO JUANA;1;HTTP://WWW.BANELCO.COM/;MAR-15;MANSO JUANA 295;PUERTO MADERO;COMUNA 1;1107;C1107CBE
576;-34,601551690701214;-58,363938801019437;BANCO ITAU;BANELCO;JUANA MANSO 355;355 MANSO JUANA;1;HTTP://WWW.BANELCO.COM/;MAR-15;MANSO JUANA 355;PUERTO MADERO;COMUNA 1;1107;C1107CBG
577;-34,603403354955212;-58,363731054345571;BANCO ITAU;BANELCO;JUANA MANSO 505;505 MANSO JUANA;2;HTTP://WWW.BANELCO.COM/;MAR-15;MANSO JUANA 505;PUERTO MADERO;COMUNA 1;1107;C1107CBK
578;-34,610773829169425;-58,362432530052637;BBVA-BANCO FRANCES;BANELCO;JUANA MANZO 1124;1124 MANSO JUANA;2;HTTP://WWW.BANELCO.COM/;MAR-15;MANSO JUANA 1124;PUERTO MADERO;COMUNA 1;1107;C1107CBX
579;-34,592693289790645;-58,37761916073481;BANCO SANTANDER RIO;BANELCO;JUNCAL 735;735 JUNCAL;2;HTTP://WWW.BANELCO.COM/;MAR-15;JUNCAL 735;RETIRO;COMUNA 1;1062;C1062ABC
580;-34,595346047056374;-58,397560932145353;BANCO ITAU;BANELCO;JUNIN 1116;1116 JUNIN;1;HTTP://WWW.BANELCO.COM/;MAR-15;JUNIN 1116;RECOLETA;COMUNA 2;1113;C1113AAH
581;-34,595346047056374;-58,397560932145353;BANCO ITAU;BANELCO;JUNIN 1116;1116 JUNIN;1;HTTP://WWW.BANELCO.COM/;MAR-15;JUNIN 1116;RECOLETA;COMUNA 2;1113;C1113AAH
582;-34,559491848264017;-58,452708586455145;BANCO SANTANDER RIO;BANELCO;JURAMENTO 1959;1959 JURAMENTO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;JURAMENTO AV. 1959;BELGRANO;COMUNA 13;1428;C1428DNE
583;-34,56306005207346;-58,458053488042978;BANCO MACRO;BANELCO;JURAMENTO 2558;2558 JURAMENTO AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;JURAMENTO AV. 2558;BELGRANO;COMUNA 13;1428;C1428DNR
584;-34,587000277276346;-58,397012753148793;BANCO SANTANDER RIO;BANELCO;L. M. AGOTE 2202;2202 AGOTE, LUIS DR.;2;HTTP://WWW.BANELCO.COM/;MAR-15;AGOTE, LUIS DR. 2202;RECOLETA;COMUNA 2;1425;C1425EOB
585;-34,563179158020311;-58,451647324181025;BANCO SUPERVIELLE;BANELCO;LA PAMPA 2103;2103 LA PAMPA;2;HTTP://WWW.BANELCO.COM/;MAR-15;LA PAMPA 2103;BELGRANO;COMUNA 13;1428;C1428EAK
586;-34,596976099503962;-58,401592605414528;CITIBANK;BANELCO;LARREA 955;955 LARREA;1;HTTP://WWW.BANELCO.COM/;MAR-15;LARREA 955;RECOLETA;COMUNA 2;1117;C1117ABC
592;-34,594433690153814;-58,373569606303448;BANCO MACRO;BANELCO;LEANDRO N. ALEM 1110 PB;1110 ALEM, LEANDRO N. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALEM, LEANDRO N. AV. 1110;RETIRO;COMUNA 1;1001;C1001AAT
593;-34,609598584241347;-58,382135081000946;HSBC ARGENTINA;BANELCO;LIMA 93;93 LIMA;2;HTTP://WWW.BANELCO.COM/;MAR-15;LIMA 93;MONSERRAT;COMUNA 1;1073;C1073AAA
594;-34,563423804116916;-58,442570214587015;BANCO ITAU;BANELCO;LUIS MARIA CAMPOS 1407;1407 CAMPOS, LUIS M. AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;CAMPOS, LUIS M. AV. 1407;BELGRANO;COMUNA 13;1426;C1426BOM
595;-34,571732982157492;-58,434045379279077;CITIBANK;BANELCO;LUIS MARIA CAMPOS 515;515 CAMPOS, LUIS M. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;CAMPOS, LUIS M. AV. 515;PALERMO;COMUNA 14;1426;C1426BOD
596;-34,654470862676597;-58,386881670832096;BANCO PATAGONIA;BANELCO;LUZURIAGA 1650;1650 LUZURIAGA;1;HTTP://WWW.BANELCO.COM/;MAR-15;LUZURIAGA 1650;BARRACAS;COMUNA 4;1279;C1279ADL
597;-34,604669907338852;-58,364119868321843;CITIBANK;BANELCO;MACACHA GUEMES 330;330 GUEMES, MACACHA;1;HTTP://WWW.BANELCO.COM/;MAR-15;GUEMES, MACACHA 330;PUERTO MADERO;COMUNA 1;1106;C1106BKH
598;-34,602976351048063;-58,376893294554677;BANCO SANTANDER RIO;BANELCO;MAIPU 440;440 MAIPU;2;HTTP://WWW.BANELCO.COM/;MAR-15;MAIPU 440;SAN NICOLAS;COMUNA 1;1006;C1006ACD
599;-34,589844212542921;-58,42599112606419;HSBC ARGENTINA;BANELCO;MALABIA 1720/38;1720 MALABIA;1;HTTP://WWW.BANELCO.COM/;MAR-15;MALABIA 1720;PALERMO;COMUNA 14;1414;C1414DMJ
600;-34,596454367533816;-58,376521758344246;BANCO GALICIA;BANELCO;MARCELO T. DE ALVEAR 670;670 ALVEAR, MARCELO T. DE;2;HTTP://WWW.BANELCO.COM/;MAR-15;ALVEAR, MARCELO T. DE 670;RETIRO;COMUNA 1;1058;C1058AAH
601;-34,597235339339058;-58,415969587834923;BANCO ITAU;BANELCO;MARIO BRAVO 1050;1050 BRAVO, MARIO;1;HTTP://WWW.BANELCO.COM/;MAR-15;BRAVO, MARIO 1050;PALERMO;COMUNA 14;1175;C1175ABT
602;-34,56648826877754;-58,436037585028679;HSBC ARGENTINA;BANELCO;MAURE 1691;1691 MAURE;3;HTTP://WWW.BANELCO.COM/;MAR-15;MAURE 1691;PALERMO;COMUNA 14;1426;C1426CUC
603;-34,547232978126296;-58,486066890251088;ICBC;BANELCO;MELIAN 4620;4620 MELIAN AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;MELIAN AV. 4620;SAAVEDRA;COMUNA 12;1430;C1430EZT
604;-34,645396963511573;-58,37310282069398;BANCO SUPERVIELLE;BANELCO;MONTES DE OCA 1580;1580 MONTES DE OCA, MANUEL;2;HTTP://WWW.BANELCO.COM/;MAR-15;MONTES DE OCA, MANUEL AV. 1580;BARRACAS;COMUNA 4;1270;C1270ABP
605;-34,646907743957968;-58,373300908257519;HSBC ARGENTINA;BANELCO;MONTES DE OCA 1701;1701 MONTES DE OCA, MANUEL;1;HTTP://WWW.BANELCO.COM/;MAR-15;MONTES DE OCA, MANUEL AV. 1701;BARRACAS;COMUNA 4;1270;C1270ABE
606;-34,603176066219348;-58,389578988094108;BANCO SUPERVIELLE;BANELCO;MONTEVIDEO 498;498 MONTEVIDEO;1;HTTP://WWW.BANELCO.COM/;MAR-15;MONTEVIDEO 498;SAN NICOLAS;COMUNA 1;1019;C1019ABJ
607;-34,641045647419901;-58,526082197659477;CITIBANK;BANELCO;MONTIEL 160;160 MONTIEL;2;HTTP://WWW.BANELCO.COM/;MAR-15;MONTIEL 160;LINIERS;COMUNA 9;1408;C1408FVD
613;-34,55508166545561;-58,483851114575515;BANCO SUPERVIELLE;BANELCO;MANZANARES 4012;4012 MANZANARES;2;HTTP://WWW.BANELCO.COM/;MAR-15;MANZANARES 4012;SAAVEDRA;COMUNA 12;1430;C1430AEN
614;-34,602299745855397;-58,495119756297989;BANCO SANTANDER RIO;BANELCO;NAZARRE 3225;3225 NAZARRE;2;HTTP://WWW.BANELCO.COM/;MAR-15;NAZARRE 3225;VILLA DEL PARQUE;COMUNA 11;1417;C1417DXC
615;-34,602870180190713;-58,495331961790157;BANCO ITAU;BANELCO;NAZARRE 3262;3262 NAZARRE;3;HTTP://WWW.BANELCO.COM/;MAR-15;NAZARRE 3262;VILLA DEL PARQUE;COMUNA 11;1417;C1417DXD
617;-34,603188726462335;-58,492704287754847;BANCO COMAFI;BANELCO;NOGOYA 3135;3135 NOGOYA;1;HTTP://WWW.BANELCO.COM/;MAR-15;NOGOYA 3135;VILLA DEL PARQUE;COMUNA 11;1417;C1417FNG
618;-34,604418236410794;-58,494058508864526;BBVA-BANCO FRANCES;BANELCO;NOGOYA 3256;3256 NOGOYA;1;HTTP://WWW.BANELCO.COM/;MAR-15;NOGOYA 3256;VILLA DEL PARQUE;COMUNA 11;1417;C1417FNJ
619;-34,564727520178884;-58,4373549195845;BANCO PATAGONIA;BANELCO;OLLEROS 1712;1712 OLLEROS AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;OLLEROS AV. 1712;PALERMO;COMUNA 14;1426;C1426CRF
620;-34,564650915578689;-58,438150838688365;BANCO SANTANDER RIO;BANELCO;OLLEROS 1747;1747 OLLEROS AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;OLLEROS AV. 1747;PALERMO;COMUNA 14;1426;C1426CRE
621;-34,597781813765771;-58,377181486977364;HSBC ARGENTINA;BANELCO;PARAGUAY 720;720 PARAGUAY;2;HTTP://WWW.BANELCO.COM/;MAR-15;PARAGUAY 720;RETIRO;COMUNA 1;1057;C1057AAJ
622;-34,59745676208145;-58,3778812783181;BANCO SANTANDER RIO;BANELCO;PARAGUAY 767;767 PARAGUAY;2;HTTP://WWW.BANELCO.COM/;MAR-15;PARAGUAY 767;RETIRO;COMUNA 1;1057;C1057AAI
623;-34,606056333976781;-58,388060117433554;HSBC ARGENTINA;BANELCO;PARANA 242;242 PARANA;2;HTTP://WWW.BANELCO.COM/;MAR-15;PARANA 242;SAN NICOLAS;COMUNA 1;1017;C1017AAF
624;-34,604504106906482;-58,388119472437317;BANCO ITAU;BANELCO;PARANA 370;370 PARANA;1;HTTP://WWW.BANELCO.COM/;MAR-15;PARANA 370;SAN NICOLAS;COMUNA 1;1017;C1017AAH
625;-34,603525190014047;-58,388138532471274;BANCO GALICIA;BANELCO;PARANA 450;450 PARANA;1;HTTP://WWW.BANELCO.COM/;MAR-15;PARANA 450;SAN NICOLAS;COMUNA 1;1017;C1017AAJ
626;-34,601224904961384;-58,387848551390078;BANCO SANTANDER RIO;BANELCO;PARANA 645;645 PARANA;2;HTTP://WWW.BANELCO.COM/;MAR-15;PARANA 645;SAN NICOLAS;COMUNA 1;1017;C1017AAM
627;-34,600729913359345;-58,388310407195895;BANCO COMAFI;BANELCO;PARANA 696;696 PARANA;1;HTTP://WWW.BANELCO.COM/;MAR-15;PARANA 696;SAN NICOLAS;COMUNA 1;1017;C1017AAN
628;-34,604504106906482;-58,388119472437317;BANCO ITAU;BANELCO;PARANA 370;370 PARANA;2;HTTP://WWW.BANELCO.COM/;MAR-15;PARANA 370;SAN NICOLAS;COMUNA 1;1017;C1017AAH
629;-34,616884800654191;-58,368548167327901;CITIBANK;BANELCO;PASEO COLON 800;800 PASEO COLON AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;PASEO COLON AV. 800;SAN TELMO;COMUNA 1;1063;C1063ACU
630;-34,603760674860411;-58,458366781604845;BANCO GALICIA;BANELCO;PAYSANDU 1842;1842 PAYSANDU;1;HTTP://WWW.BANELCO.COM/;MAR-15;PAYSANDU 1842;PATERNAL;COMUNA 15;1416;C1416CDP
631;-34,63457813499533;-58,38793803953893;BANCO SANTANDER RIO;BANELCO;PERDRIEL 74;74 PERDRIEL;2;HTTP://WWW.BANELCO.COM/;MAR-15;PERDRIEL 74;BARRACAS;COMUNA 4;1280;C1280AEB
632;-34,611463192733481;-58,36353662949292;ICBC;BANELCO;PIERINA DEALESSI 1186;1186 DEALESSI, PIERINA;2;HTTP://WWW.BANELCO.COM/;MAR-15;DEALESSI, PIERINA 1186;PUERTO MADERO;COMUNA 1;;
633;-34,601560844962236;-58,364666226376464;BANCO SANTANDER RIO;BANELCO;PIERINA DEALESSI 360;360 DEALESSI, PIERINA;3;HTTP://WWW.BANELCO.COM/;MAR-15;DEALESSI, PIERINA 360;PUERTO MADERO;COMUNA 1;;
634;-34,640123601370234;-58,526941469953229;BANCO PATAGONIA;BANELCO;R.L.FALCON 7145;7145 FALCON, RAMON L.,CNEL.;1;HTTP://WWW.BANELCO.COM/;MAR-15;FALCON, RAMON L.,CNEL. 7145;LINIERS;COMUNA 9;1408;C1408DSI
636;-34,594928292825067;-58,373452135832935;BANCO SANTANDER RIO;BANELCO;RECONQUISTA 1104;1104 RECONQUISTA;2;HTTP://WWW.BANELCO.COM/;MAR-15;RECONQUISTA 1104;RETIRO;COMUNA 1;1003;C1003ABX
637;-34,60580252687172;-58,372088044822547;BBVA-BANCO FRANCES;BANELCO;RECONQUISTA 175;175 RECONQUISTA;4;HTTP://WWW.BANELCO.COM/;MAR-15;RECONQUISTA 175;SAN NICOLAS;COMUNA 1;1003;C1003ABC
638;-34,604004497754815;-58,372627903098603;BANCO SUPERVIELLE;BANELCO;RECONQUISTA 330;330 RECONQUISTA;3;HTTP://WWW.BANELCO.COM/;MAR-15;RECONQUISTA 330;SAN NICOLAS;COMUNA 1;1003;C1003ABH
639;-34,607441547131366;-58,372425434521531;BBVA-BANCO FRANCES;BANELCO;RECONQUISTA 40;40 RECONQUISTA;3;HTTP://WWW.BANELCO.COM/;MAR-15;RECONQUISTA 40;SAN NICOLAS;COMUNA 1;1003;C1003ABB
640;-34,59825212510772;-58,372609162800934;BANCO COMAFI;BANELCO;RECONQUISTA 823;823 RECONQUISTA;1;HTTP://WWW.BANELCO.COM/;MAR-15;RECONQUISTA 823;RETIRO;COMUNA 1;1003;C1003ABQ
641;-34,596609696629599;-58,373276700488894;CITIBANK;BANELCO;RECONQUISTA 966;966 RECONQUISTA;1;HTTP://WWW.BANELCO.COM/;MAR-15;RECONQUISTA 966;RETIRO;COMUNA 1;1003;C1003ABT
642;-34,609942596020005;-58,399910293044314;BANCO SUPERVIELLE;BANELCO;RIVADAVIA 2362;2362 RIVADAVIA AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;RIVADAVIA AV. 2362;BALVANERA;COMUNA 3;1034;C1034ACP
643;-34,596102543981551;-58,391708079000757;BANCO SANTANDER RIO;BANELCO;RODRIGUEZ PENA 1081;1081 RODRIGUEZ PEÑA;2;HTTP://WWW.BANELCO.COM/;MAR-15;RODRIGUEZ PEÑA 1081;RECOLETA;COMUNA 2;1020;C1020ADU
644;-34,636068536118344;-58,405898697040804;BBVA-BANCO FRANCES;BANELCO;RONDEAU 3002;3002 RONDEAU;1;HTTP://WWW.BANELCO.COM/;MAR-15;RONDEAU 3002;PARQUE PATRICIOS;COMUNA 4;1262;C1262ABP
645;-34,604320259057523;-58,380091741922278;HSBC ARGENTINA;BANELCO;ROQUE SAENZ PENA 943;943 SAENZ PEÑA, ROQUE, PRES. AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 943;SAN NICOLAS;COMUNA 1;1035;C1035AAE
646;-34,620689777997946;-58,439880506925164;BANCO SANTANDER RIO;BANELCO;ROSARIO 804;804 ROSARIO;3;HTTP://WWW.BANELCO.COM/;MAR-15;ROSARIO 804;CABALLITO;COMUNA 6;1424;C1424CCR
647;-34,595406742469891;-58,373456204332534;ICBC;BANELCO;RECONQUISTA 1070;1070 RECONQUISTA;2;HTTP://WWW.BANELCO.COM/;MAR-15;RECONQUISTA 1070;RETIRO;COMUNA 1;1003;C1003ABV
651;-34,613840389908823;-58,384394552636394;BANCO GALICIA;BANELCO;SANTIAGO DEL ESTERO 446;446 SANTIAGO DEL ESTERO;2;HTTP://WWW.BANELCO.COM/;MAR-15;SANTIAGO DEL ESTERO 446;MONSERRAT;COMUNA 1;1075;C1075AAJ
653;-34,604116362216828;-58,37165549824352;BANCO ITAU;BANELCO;SARMIENTO 345;345 SARMIENTO;1;HTTP://WWW.BANELCO.COM/;MAR-15;SARMIENTO 345;SAN NICOLAS;COMUNA 1;1041;C1041AAG
654;-34,604127067309136;-58,371787480581723;BANCO MACRO;BANELCO;SARMIENTO 355;355 SARMIENTO;2;HTTP://WWW.BANELCO.COM/;MAR-15;SARMIENTO 355;SAN NICOLAS;COMUNA 1;1041;C1041AAG
659;-34,5955618706396;-58,431670882591916;BANCO GALICIA;BANELCO;SCALABRINI ORTIZ 945;945 SCALABRINI ORTIZ, RAUL AV.;2;HTTP://WWW.BANELCO.COM/;MAR-15;SCALABRINI ORTIZ, RAUL AV. 945;VILLA CRESPO;COMUNA 15;1414;C1414DNJ
660;-34,639268458194394;-58,375108140233266;BANCO MACRO;BANELCO;SUAREZ 1754;1754 SUAREZ AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;SUAREZ AV. 1754;BARRACAS;COMUNA 4;1288;C1288AEL
661;-34,562721689244626;-58,452651149645263;BANCO GALICIA;BANELCO;SUCRE 2162;2162 SUCRE, ANTONIO JOSE DE, MCAL.;3;HTTP://WWW.BANELCO.COM/;MAR-15;SUCRE, ANTONIO JOSE DE, MCAL. 2162;BELGRANO;COMUNA 13;1428;C1428DVL
662;-34,594887991749189;-58,380172317804664;BANCO SANTANDER RIO;BANELCO;SUIPACHA 1134;1134 SUIPACHA;1;HTTP://WWW.BANELCO.COM/;MAR-15;SUIPACHA 1134;RETIRO;COMUNA 1;1008;C1008AAX
663;-34,593143698852714;-58,380292601854102;BANCO SUPERVIELLE;BANELCO;SUIPACHA 1280;1280 SUIPACHA;2;HTTP://WWW.BANELCO.COM/;MAR-15;SUIPACHA 1280;RETIRO;COMUNA 1;1011;C1011ACB
664;-34,570449706218639;-58,464148987065926;BANCO GALICIA;BANELCO;SUPERI 1801 Y LA PAMPA;1801 SUPERI;2;HTTP://WWW.BANELCO.COM/;MAR-15;SUPERI 1801;BELGRANO;COMUNA 13;1430;C1430FDA
665;-34,58318926461105;-58,399863741133601;BANCO SUPERVIELLE;BANELCO;TAGLE 2640;2640 TAGLE;1;HTTP://WWW.BANELCO.COM/;MAR-15;TAGLE 2640;PALERMO;COMUNA 14;1425;C1425EED
666;-34,579145845991505;-58,479307162101314;BANCO COMAFI;BANELCO;TRIUNVIRATO 4116;4116 TRIUNVIRATO AV.;1;HTTP://WWW.BANELCO.COM/;MAR-15;TRIUNVIRATO AV. 4116;VILLA URQUIZA;COMUNA 12;1431;C1431FBR
667;-34,605339368237374;-58,372462965515318;BANCO GALICIA;BANELCO;TTE. GRAL. PERON 407;407 PERON, JUAN DOMINGO, TTE. GENERAL;7;HTTP://WWW.BANELCO.COM/;MAR-15;PERON, JUAN DOMINGO, TTE. GENERAL 407;SAN NICOLAS;COMUNA 1;1038;C1038AAI
668;-34,605720517602649;-58,372719578636989;BANCO GALICIA;BANELCO;TTE. GRAL. PERON 430;430 PERON, JUAN DOMINGO, TTE. GENERAL;2;HTTP://WWW.BANELCO.COM/;MAR-15;PERON, JUAN DOMINGO, TTE. GENERAL 430;SAN NICOLAS;COMUNA 1;1038;C1038AAJ
669;-34,605791547439011;-58,373650298525334;BANCO PATAGONIA;BANELCO;TTE. GRAL. PERON 500;500 PERON, JUAN DOMINGO, TTE. GENERAL;1;HTTP://WWW.BANELCO.COM/;MAR-15;PERON, JUAN DOMINGO, TTE. GENERAL 500;SAN NICOLAS;COMUNA 1;1038;C1038AAJ
670;-34,605883510829791;-58,374769642231797;BBVA-BANCO FRANCES;BANELCO;TTE. GRAL. PERON 588;588 PERON, JUAN DOMINGO, TTE. GENERAL;3;HTTP://WWW.BANELCO.COM/;MAR-15;PERON, JUAN DOMINGO, TTE. GENERAL 588;SAN NICOLAS;COMUNA 1;1038;C1038AAL
671;-34,605791547439011;-58,373650298525334;BANCO PATAGONIA;BANELCO;TTE. GRAL.J. D. PERON 500;500 PERON, JUAN DOMINGO, TTE. GENERAL;1;HTTP://WWW.BANELCO.COM/;MAR-15;PERON, JUAN DOMINGO, TTE. GENERAL 500;SAN NICOLAS;COMUNA 1;1038;C1038AAJ
672;-34,605791547439011;-58,373650298525334;BANCO PATAGONIA;BANELCO;TTE.GRAL. PERON 500;500 PERON, JUAN DOMINGO, TTE. GENERAL;3;HTTP://WWW.BANELCO.COM/;MAR-15;PERON, JUAN DOMINGO, TTE. GENERAL 500;SAN NICOLAS;COMUNA 1;1038;C1038AAJ
673;-34,600431453710691;-58,369508177923358;BBVA-BANCO FRANCES;BANELCO;TUCUMAN 101;101 TUCUMAN;1;HTTP://WWW.BANELCO.COM/;MAR-15;TUCUMAN 101;SAN NICOLAS;COMUNA 1;1049;C1049AAC
674;-34,600932508429054;-58,371361946579285;HSBC ARGENTINA;BANELCO;TUCUMAN 308;308 TUCUMAN;1;HTTP://WWW.BANELCO.COM/;MAR-15;TUCUMAN 308;SAN NICOLAS;COMUNA 1;1049;C1049AAH
675;-34,601291339289666;-58,376421064977642;HSBC ARGENTINA;BANELCO;TUCUMAN 680;680 TUCUMAN;3;HTTP://WWW.BANELCO.COM/;MAR-15;TUCUMAN 680;SAN NICOLAS;COMUNA 1;1049;C1049AAN
